user_id,recommendations
2220,[220 111  89 121 384]
2221,[220 376 111 121 107]
2222,[220 121 376 111  53]
2223,[220 376 111 107 121]
2224,[220 121 376 111  53]
2225,[220 376 111 107 121]
2226,[220 121 111 376  53]
2227,[220 121 111 376 107]
2228,[220 121 376 111  53]
2229,[220 376 111 107  89]
2230,[220 376 111 121  89]
2231,[220 111 121  89 329]
2232,[376 220 121 111 107]
2233,[220 111 376 121  53]
2234,[376 111 220 107 121]
2235,[220 121 376 111 384]
2236,[220 376 111 121  53]
2237,[121 220 111 376 107]
2238,[220 111 121 376 107]
2239,[220 111 376 121  53]
2240,[111 220 121 376 107]
2241,[220 111 376 121 107]
2242,[220 111 121 376 107]
2243,[220 121 376 111  53]
2244,[220 121 376 111 384]
2245,[220 111 121 376 107]
2246,[220 111 376 121 329]
2247,[376 121 111 107  53]
2248,[220 111 121 376 107]
2249,[111 376 220 107 121]
2250,[220 111 376 121 107]
2251,[220 121 376 107 111]
2252,[376 220 121 107 111]
2253,[220 111 376 121  89]
2254,[220 121 111 376 384]
2255,[220 376 107 111 121]
2256,[111 220 376 121 107]
2257,[220 111 376 384 298]
2258,[220 111 121 376 107]
2259,[220 376 121 111 107]
2260,[220 376 121 111 145]
2261,[220 111 376 121 145]
2262,[220 111 121 376 107]
2263,[220 376 121 111 107]
2264,[220 376 111  53 107]
2265,[220 111 376 121  89]
2266,[220 111 121 376  53]
2267,[111 376 121 107 220]
2268,[220 121 111 376 384]
2269,[376 220 111 121 107]
2270,[376 220 111 121 107]
2271,[111 376 220 121 107]
2272,[220 111 376 121 329]
2273,[376 111 220 107 121]
2274,[111 220 376 121 107]
2275,[220 111 121 376 107]
2276,[220 121 376 111 384]
2277,[220 111 376 121 107]
2278,[220 121 111 376 107]
2279,[220 121 111 376  53]
2280,[220 376 121 111 384]
2281,[376 111 220 121 120]
2282,[220 111 376 121 120]
2283,[220 111 376 121  53]
2284,[376 220 121 111 107]
2285,[220 111 376 121 107]
2286,[111 376 220 107 121]
2287,[220 111 376 145  89]
2288,[111 220 107 376 121]
2289,[220 376 111 121 329]
2290,[220 376 111 121  53]
2291,[220 111  89 107 384]
2292,[220 376 121 111  53]
2293,[220 111 121 376  89]
2294,[220 111 376 121 145]
2295,[220 376 111 121 384]
2296,[220 111 376 121 145]
2297,[220 111 376 121 329]
2298,[220 111 121 376 107]
2299,[220 111 121 376 107]
2300,[220 111 121 376 107]
2301,[111 220 376 121 107]
2302,[220 121 384 376 111]
2303,[376 111 107 220 121]
2304,[220 111 121 107 376]
2305,[220 121 376 111 107]
2306,[220 111 376 121 107]
2307,[220 111 376 121 145]
2308,[220 121 376 111 107]
2309,[220 121 111 376  53]
2310,[220 111 121 376 107]
2311,[220 111 376 121 165]
2312,[220 111 376 121 107]
2313,[220 121 376 384 107]
2314,[121 220 376 111 384]
2315,[220 111 376 121 107]
2316,[220 376 111 121 107]
2317,[220 121 376 111  89]
2318,[111 220 376 121 107]
2319,[220 376 111 121 384]
2320,[220 376 121 111  53]
2321,[220 376 111 107 121]
2322,[376 220 111 121 384]
2323,[220 376 111 121 384]
2324,[220 111 121 376 145]
2325,[220 121 111 376 384]
2326,[220 121 376 111  53]
2327,[220 111 376 121 329]
2328,[220 376 111 165 121]
2329,[220 111 376 121 107]
2330,[111 220 121 376 107]
2331,[220 376 121 384 120]
2332,[376 111 220 107 121]
2333,[111 220 376 121 107]
2334,[220 376 121 111  53]
2335,[220 111 376 121 107]
2336,[220 121 376 111 107]
2337,[220 376 111 121 329]
2338,[220 111 376 121  89]
2339,[220 121 376 111  53]
2340,[376 220 121 111 298]
2341,[220 111 376 121  53]
2342,[376 220 107 121  53]
2343,[220 111 376 107 121]
2344,[376 111 220 107 121]
2345,[220 111 121 376 107]
2346,[220 111 121 376 107]
2347,[220 121 111 376 107]
2348,[220 121 376  53 111]
2349,[376 111 107 121 220]
2350,[220 376 111 121 298]
2351,[376 111 121 107 220]
2352,[121 220 376 111 107]
2353,[111 220 376 121 107]
2354,[111 376 220  53 121]
2355,[220 111 376  89 107]
2356,[220 111 376 121  53]
2357,[220 111 376 121 107]
2358,[220 111 121 376 107]
2359,[220 376 111 121 107]
2360,[220 376 107 121 165]
2361,[111 376 121 220 107]
2362,[220 376 111  53 107]
2363,[376 220 121 107  53]
2364,[220 111 376 121 107]
2365,[376 111 220 121 107]
2366,[220 376 111  53 121]
2367,[220 376 111 121 165]
2368,[220 376 121  53 111]
2369,[220 111 121 376 107]
2370,[220 376 111  53 107]
2371,[220 376 111 145 107]
2372,[220 376 111  53 384]
2373,[220 121 111 376 107]
2374,[220 376 111 121 107]
2375,[220 111 376 121 165]
2376,[220 111 376 121 107]
2377,[220 121 376 111 107]
2378,[220 376 121 111 298]
2379,[220 111 121 376  53]
2380,[220 121 376 107 111]
2381,[376 220 121 111 384]
2382,[220 376 111 121 107]
2383,[220 121 376 111 384]
2384,[220 111 376 121 107]
2385,[220 376 121 111  89]
2386,[376 111 121 107 220]
2387,[376 220 111 121 107]
2388,[220 121 111 376 107]
2389,[220 111 121 376 329]
2390,[376 220 121  53 111]
2391,[220 121 111 376 384]
2392,[220 111 107 376 121]
2393,[220 376 111 107 121]
2394,[111 376  53 107 220]
2395,[220 111 121 376 107]
2396,[220 111 121 376 107]
2397,[220 376 111 107 121]
2398,[220 111 376 121  89]
2399,[376 220 121 111  53]
2400,[220 376 121 111 107]
2401,[220 376 121 111 107]
2402,[220 376 111 121 384]
2403,[220 111 376 121 298]
2404,[220 111 376 107 121]
2405,[220 376 121 111 384]
2406,[220 376 111 121 145]
2407,[220 111 376 121  89]
2408,[220 121 376 107 111]
2409,[220 121 111 376 384]
2410,[220 376 111 121 107]
2411,[220 111 376 121 107]
2412,[220 121 376  89  53]
2413,[220 111 121 376  89]
2414,[220 111 121 376  53]
2415,[220 376 107 111 121]
2416,[220 111 376 121  53]
2417,[220 111 121 376 107]
2418,[111 376 220 121 107]
2419,[376 220 111 121 107]
2420,[220 376 111  53 298]
2421,[121 220 376 111  53]
2422,[220 376 111 121  53]
2423,[220 376 111 121 120]
2424,[220 111 376 121 107]
2425,[220 121 111 376 384]
2426,[220 376  53 111 121]
2427,[220 376 111 121  53]
2428,[220 111 376 121 107]
2429,[220 111 376 107 121]
2430,[376 220 111 121 384]
2431,[220 111 376 121 107]
2432,[220 111 121 376 107]
2433,[220 111 376 121 165]
2434,[220 376 111 121 107]
2435,[220 111 376 121  53]
2436,[220 111 376 107 121]
2437,[220 111 121 376 107]
2438,[111 220 376 107 121]
2439,[220 111 121 376  53]
2440,[220 376 121 111 165]
2441,[220 111 376 121 165]
2442,[220 111 121 376 145]
2443,[376 220 111 107 121]
2444,[111 220 376 121  89]
2445,[376 111 220 121 107]
2446,[376 220 111 121  53]
2447,[220 376 121 111 298]
2448,[111 376 107 220 121]
2449,[376 121 220 111 384]
2450,[220 111 376 121 107]
2451,[111 376 220 121 107]
2452,[220 111 121 376 107]
2453,[220 111 121 376 107]
2454,[220 111 376 121 107]
2455,[220 111 376 329  89]
2456,[220 121 111 376 329]
2457,[220 111 376 121 107]
2458,[220 111  89 376 121]
2459,[220 376 121 111 107]
2460,[220 107 111 376  53]
2461,[220 111 376 121  53]
2462,[220 111 376 121 107]
2463,[220 376 111 384  53]
2464,[220 111 376 121 107]
2465,[376 121 220 111  53]
2466,[111 220 121 376 107]
2467,[220 121 376 111 298]
2468,[220 121 111 376  53]
2469,[220 121 111 376 107]
2470,[220 376 111 121 329]
2471,[220 121 111  53 376]
2472,[220 111 376 121 107]
2473,[220 376 111 121 107]
2474,[376 220 111 121 384]
2475,[220 376 111 384  89]
2476,[220 121 376 111  89]
2477,[220 111 121 376  89]
2478,[220 376 384 329 107]
2479,[220 111 376 121  89]
2480,[220 376 111 121 107]
2481,[220 111 121 376  53]
2482,[220 376 111 121 107]
2483,[220 121 111 376 298]
2484,[220 376  89 121 107]
2485,[220 376 111 121 107]
2486,[220 111 121 376 107]
2487,[220 376 121 111 107]
2488,[220 121 111 376  53]
2489,[220 121 376 111 384]
2490,[220 376 111 121 107]
2491,[376 220 111 121  89]
2492,[220 111 121 376 107]
2493,[220 121 376 111 107]
2494,[220 376  53 121 111]
2495,[220 376 121 111  53]
2496,[220 376 111 107 121]
2497,[220 121 111 376  81]
2498,[220 111 376 121  89]
2499,[220 111 376 107 145]
2500,[220 111 376 121 107]
2501,[111 220 376 121 107]
2502,[376 111 220 121  53]
2503,[220 111 121 376 329]
2504,[220 111 376 121 107]
2505,[111 220 376 121 107]
2506,[220 376 111 121  89]
2507,[220 121 376 111 107]
2508,[220 111 376 121 329]
2509,[220 111 376 107 121]
2510,[220 376 111 121 107]
2511,[121 220 376 111  53]
2512,[220 111 376 121 120]
2513,[376 220 121 111  53]
2514,[220 111 121 376 107]
2515,[220 111 376 121 384]
2516,[220 111 376 121 107]
2517,[220 121 111 376  53]
2518,[121 111 220 376 107]
2519,[220 111 107 121 376]
2520,[220 111 376 121  53]
2521,[220 111 376 121  53]
2522,[220 111 376 121  89]
2523,[111 220 121 376 107]
2524,[220 111 376  53 121]
2525,[121 220 376 111 107]
2526,[220 111 376 121  89]
2527,[220 376 121 165 111]
2528,[220 376 111 121 107]
2529,[220 376 121 107 111]
2530,[220 111 121 376 107]
2531,[111 376 220 121 107]
2532,[111 376 220 121 107]
2533,[220 111 376 121 107]
2534,[220 111 376 121  89]
2535,[220 111 121 376 145]
2536,[111 220 121 376 107]
2537,[220 111 376 121 107]
2538,[220 376 121 111 107]
2539,[220 376 121 111 107]
2540,[220 376 111 121 107]
2541,[220 111 121 376 107]
2542,[220 376 111 121 384]
2543,[220 111 376 329 121]
2544,[376 220 111  53 107]
2545,[220 111 376 107 121]
2546,[220 111 376 121 329]
2547,[111 220 376 107 121]
2548,[220 376 121 111 384]
2549,[376 121 220 111 107]
2550,[376 121 220 111 107]
2551,[111 376 220 121 107]
2552,[220 111 121 376  53]
2553,[220 376 121 111 107]
2554,[220 111 376 121 107]
2555,[220 376 111 107 121]
2556,[376 220 111 121 107]
2557,[220 111 376 121 107]
2558,[220 121 111 376  53]
2559,[220 111 376 121  53]
2560,[220 121 111 376  53]
2561,[121 220 376 111  53]
2562,[220 376 121 111  53]
2563,[220 376 121 111 107]
2564,[220 111 376 121 165]
2565,[220 111 376 121 107]
2566,[220 111 376 121 107]
2567,[376 220  53 121 107]
2568,[220 121 376 111 107]
2569,[111 220 376 121  53]
2570,[220 376 111 121 107]
2571,[220 111 376  89 329]
2572,[220 121 376 111  53]
2573,[220 376 111 121  53]
2574,[220 111 376 121 145]
2575,[220 111 121 376 107]
2576,[220 376 121 384 107]
2577,[220 111 121 376  53]
2578,[111 220 121 376 120]
2579,[220 376 111 121  53]
2580,[220 111 376 121 107]
2581,[111 376 107 220  53]
2582,[220 111 376 107 121]
2583,[220 111 376 121  53]
2584,[220 376 111 121 329]
2585,[220 111 376 121  89]
2586,[111 376 220 107 121]
2587,[121 220 376  53 111]
2588,[111 220 121 376 107]
2589,[220 121 376 107  89]
2590,[220 111 376 121 107]
2591,[220 121 111 376 107]
2592,[111 220 121 376 107]
2593,[220 376 121  53 111]
2594,[220 376 121 111 107]
2595,[376 220 111 121 384]
2596,[220 111 376 107 121]
2597,[220 376 111 121  89]
2598,[220 111 121 376  53]
2599,[220 121 376 107 384]
2600,[220 111 376 121 107]
2601,[220 376 111  89 384]
2602,[121 220 376 111 107]
2603,[121 220 111 376 329]
2604,[220 111 376 121 107]
2605,[220 376 121 111  53]
2606,[220 376 111 121 107]
2607,[376 220 121 107 111]
2608,[220 111 121 376  53]
2609,[111 220 376  53 107]
2610,[220 111 376 329 121]
2611,[220 111 376  53 121]
2612,[220 111 121 376 329]
2613,[220 121 111 376 107]
2614,[220 121 111  53 376]
2615,[220 121 111 376 329]
2616,[220 111 376 107 121]
2617,[111 220 121 376 107]
2618,[220 111 376 121  89]
2619,[220 111 121 376 107]
2620,[220 121 376 111  53]
2621,[220 111 376 329 145]
2622,[220 376 121 111 107]
2623,[220 111 376 121  53]
2624,[220 111 121 376 107]
2625,[111 121 376 220 107]
2626,[220 376 121 111 107]
2627,[220 121 376 111 384]
2628,[376 220 111 121 384]
2629,[220 111 121 376  53]
2630,[111 220 121 376 107]
2631,[220 111 121 376 107]
2632,[220 111 121 376 107]
2633,[220 111 121 376  53]
2634,[220 111 376 121 107]
2635,[220 121 376 107 111]
2636,[220 111 121 376 107]
2637,[111 220 376 121 107]
2638,[220 121 111 376  53]
2639,[220 121 111 376  89]
2640,[111 220 376  53 121]
2641,[220 111 121 376 107]
2642,[220 376 121 111 107]
2643,[220 376 111 121  89]
2644,[111 376 220 121 107]
2645,[220 376 121 111 384]
2646,[111 376 220 121 329]
2647,[111 220 376 121 107]
2648,[376 220 121 111 107]
2649,[111 220 376 107 121]
2650,[220 111 376 121  89]
2651,[220 111 376 121 107]
2652,[376 121 107 220 111]
2653,[376 111 220 107 121]
2654,[220 111 376 121 384]
2655,[121 220 376 111  53]
2656,[220 111 376 121 107]
2657,[220 376 111  89 120]
2658,[111 220 376 107  53]
2659,[376 220 111 107 121]
2660,[220 111 376 121 107]
2661,[220 111 376 121 107]
2662,[376 111 220 121 107]
2663,[220 111 121  53 376]
2664,[220 111 376 121 107]
2665,[220 376 121 107 384]
2666,[220 376 121 111  53]
2667,[220 111 376 121  89]
2668,[220 376 121 111 165]
2669,[220 111 376  89 107]
2670,[220 376 111 121 107]
2671,[220 376 111 121 329]
2672,[111 220 329 121 376]
2673,[111 220 376 121 298]
2674,[220 121 376  53 111]
2675,[220 111 121 376  53]
2676,[220 376 111 121  89]
2677,[220 111 376 121 107]
2678,[220 111 121 376 165]
2679,[220 111 121 376 107]
2680,[220 111 376 121 384]
2681,[220 111 376 107 121]
2682,[220 376 111 107 121]
2683,[220 111 121 376  81]
2684,[220 111 121 376  53]
2685,[220 376 121 111 107]
2686,[220 376 111 121  89]
2687,[220 121 111 376  89]
2688,[220 121 107  53 111]
2689,[220 111 376 121 107]
2690,[220 376 121  53 111]
2691,[220 376 111 121  53]
2692,[220 111 376 121 107]
2693,[220 111 376 121 107]
2694,[220 111 121 376  53]
2695,[220 376 111 121 145]
2696,[220 111 121 376 107]
2697,[220 111 376 121 107]
2698,[220 376 111 121 165]
2699,[220 111 376 121 329]
2700,[376 220 107 121 111]
2701,[220 111 376 121 107]
2702,[111 220 376 107 121]
2703,[220 121 111  53 376]
2704,[220 111 121 376 384]
2705,[111 220 121 376 329]
2706,[376 111 121 220 107]
2707,[220 111 376 121  53]
2708,[220 111 376 121 107]
2709,[376 121 111 220  53]
2710,[220 111 376 121 145]
2711,[220 111 376 121 107]
2712,[376 220 111 121 107]
2713,[220 376 111 121  53]
2714,[111 220 376 121  89]
2715,[220 111 376 121 107]
2716,[220 111 121 376  89]
2717,[220 376 111 121 384]
2718,[220 111 376 121 107]
2719,[220 376 121 111 107]
2720,[220 111 376 107 329]
2721,[220 121 111 376  53]
2722,[220 111 376 121 165]
2723,[220 376 121  53 111]
2724,[220 376 121 111  53]
2725,[220 376 121 107 111]
2726,[220 376 121 111  53]
2727,[220 376 121 111 384]
2728,[220 111 121 376 107]
2729,[111 220 121 376  53]
2730,[220 111 121 376 120]
2731,[220 376 111 121 384]
2732,[121 111 376 220  53]
2733,[111 220 376 121 107]
2734,[220 111 376 121 107]
2735,[220 111 121 376 107]
2736,[220 111 376 329 107]
2737,[220 111 376 121 107]
2738,[220 376 121 145 111]
2739,[220 111 376 121 107]
2740,[220 376 111 121 107]
2741,[220 376 111  53 329]
2742,[376 220 111 121  89]
2743,[220 121 111 376 107]
2744,[376 111 220  53 121]
2745,[220 376 111 121 298]
2746,[220 111 376 121  89]
2747,[220 376 111 121 107]
2748,[220 111 121 376 107]
2749,[220 376 111 121  89]
2750,[220 111 376 121  89]
2751,[220 121 107 376 111]
2752,[111 376 220 121 107]
2753,[111 376 220 121 107]
2754,[220 111 121 376  89]
2755,[220 121 111 376 107]
2756,[220 376 111 121 107]
2757,[121 220 111 376  53]
2758,[220 376 111 121 165]
2759,[111 220 121 376 107]
2760,[220 111 376 121 107]
2761,[376 220 107 121 384]
2762,[111 376 220 121 107]
2763,[220 111 121 376  89]
2764,[220 111 376 121  89]
2765,[220 111 376 121 298]
2766,[220 376 111  53 329]
2767,[376 111 220 107 121]
2768,[376 121 220 111  53]
2769,[220 376 111 121 329]
2770,[220 121 111 376 329]
2771,[220 376 111  53 121]
2772,[376 220 107 121 111]
2773,[220 121 111 376 384]
2774,[220 376 111 121 107]
2775,[111 220 376 121 107]
2776,[111 376 220 107  53]
2777,[220 111 121 376  53]
2778,[220 376 121 111  53]
2779,[220 376 111 121 384]
2780,[220 376 111 121  53]
2781,[220 376 111 384 121]
2782,[220 376 111 121 107]
2783,[220 121 376 111 329]
2784,[220 111 121 376 107]
2785,[121 107 376 220 111]
2786,[111 376 220 121 329]
2787,[220 376 111 384  53]
2788,[111 220 376 121 107]
2789,[220 376 111 121  53]
2790,[220 111 376 121 298]
2791,[220 121 376 111  53]
2792,[220 111 376 121 107]
2793,[220 111 376 121 107]
2794,[111 220 376 107 121]
2795,[220 121 111  53 376]
2796,[220 111 376  53 107]
2797,[220 111 376 121  53]
2798,[376 220 111 121 107]
2799,[376 220 107 111 121]
2800,[111 376 121 220 107]
2801,[220 111 376 121  89]
2802,[220 376 111 121  53]
2803,[376 220 121 111 107]
2804,[220 111 376 121 107]
2805,[220 376 111 107  53]
2806,[376 107 111 220 121]
2807,[220 111 376 121 107]
2808,[121 220  53 376 111]
2809,[220 376 111 121  89]
2810,[220 111 329 376  89]
2811,[220 376 111 384 121]
2812,[220 111 121 376 107]
2813,[220 111 121 376 107]
2814,[111 220 376 121 107]
2815,[220 111 121 107 376]
2816,[220 376 111 121 165]
2817,[220 111 376 121 145]
2818,[220 111 376 121 107]
2819,[220 111 376 145  53]
2820,[220 121 111 376 298]
2821,[220 376 111 121 107]
2822,[220 111 376 121 107]
2823,[111 376 220 121  53]
2824,[220 376 121 111 107]
2825,[220 376 111 107 121]
2826,[111 376 220 121 298]
2827,[220 111 329 376 121]
2828,[220 376 111 121 120]
2829,[220 111 376 121  53]
2830,[220 384 121 376 111]
2831,[220 376 111 107  53]
2832,[220 121 111 376  53]
2833,[220 121 111 376 329]
2834,[220 121 376 107 384]
2835,[220 376 121 111  53]
2836,[376 111 107 220  53]
2837,[376 220 111 107 121]
2838,[220 376 121  53 111]
2839,[220 111 121 376 193]
2840,[220 111 121 376 107]
2841,[220 121 111 376 107]
2842,[111 220 376 121 107]
2843,[220 111 376 121 107]
2844,[111 220 121 376 107]
2845,[220 111 121 376 107]
2846,[376 220 107  53 111]
2847,[220 376 111 107 121]
2848,[220 111 121 376 107]
2849,[220 111 121  53 376]
2850,[220 111 376 121 107]
2851,[220 376 111 121 145]
2852,[220 111 376 121 107]
2853,[220 121 376 111 107]
2854,[220 121 376 107 111]
2855,[220 111 376 121 107]
2856,[220 121 111 376 329]
2857,[220 111 376 121 107]
2858,[220 111 376 121 107]
2859,[220 111 376 121 329]
2860,[220 111 376 121 107]
2861,[220 111 121 376 107]
2862,[111 220 376 107 121]
2863,[376 220 107 111 121]
2864,[220 376 111 121 329]
2865,[111 220 376 121 107]
2866,[376 111 220  53 107]
2867,[111 376 220 121 107]
2868,[220 111 376 107 121]
2869,[220 111 376 121 107]
2870,[220 111 376 121  53]
2871,[220 111 121 376 107]
2872,[220 111 376 121 165]
2873,[376 220  53 121 111]
2874,[376 111 220 121 107]
2875,[220 376 111 121 120]
2876,[220 111 376 121  53]
2877,[220 111 121 376 107]
2878,[220 111 376 121  53]
2879,[220 376 111 121  53]
2880,[220 111 121 376 120]
2881,[220 376 107 121 384]
2882,[220 376 121 111  53]
2883,[220 111 376 121 107]
2884,[220 111 376 107 121]
2885,[220 111 376 107 121]
2886,[220 111 376 107 121]
2887,[220 121 111 376 384]
2888,[220 111 376 121 107]
2889,[376 111 220 107 121]
2890,[220 111 376 121 384]
2891,[111 220 376 107 121]
2892,[220 376 111 121 107]
2893,[220 376 121 107 111]
2894,[220 376 111  53 107]
2895,[220 376 111  53 121]
2896,[220 111 376 121 107]
2897,[220 376 111 107 121]
2898,[220 111 376 329  89]
2899,[220 111 376 121  53]
2900,[111 220 376 121 107]
2901,[220 111 376 121 107]
2902,[220 121 376 107  53]
2903,[220 121 111 376 107]
2904,[220 376 111 121 384]
2905,[376 220 107 111 121]
2906,[220 376 111 121 107]
2907,[220 111 376 121 107]
2908,[220 121 376 111 384]
2909,[220 376 111 121 329]
2910,[220 111 121 376 107]
2911,[376 220 111 121 329]
2912,[220 376 121 111  89]
2913,[111 220 376 121 107]
2914,[220 111 376 121 107]
2915,[220 111 376 121 384]
2916,[220 111 376 121  53]
2917,[376 220  53 111 121]
2918,[220 111 376 121 107]
2919,[220 111  53 376 107]
2920,[376 111 220 121  53]
2921,[376 220 111 121 384]
2922,[220 111 121 376  89]
2923,[220 111 121 376 107]
2924,[220 376 165 107 384]
2925,[220 376 121 165 111]
2926,[220 121 111 376  89]
2927,[220 111 376 121  53]
2928,[220 121 376  53 111]
2929,[220 111 376 121 107]
2930,[220 376 111 121  53]
2931,[220 376 111 384 121]
2932,[220 121 107 376  53]
2933,[220 121 376 111 145]
2934,[220 121 376 111  53]
2935,[220 376 111 384 120]
2936,[220 376 111 121  53]
2937,[220 111 376 384  53]
2938,[220 111 121 376 329]
2939,[220 376 107 121 111]
2940,[220 111 376  53 121]
2941,[220 111 121 376 384]
2942,[111 220 376 121 107]
2943,[220 121 111 376 107]
2944,[111 220 121 376  53]
2945,[220 121 111 376  53]
2946,[111 376 220 107  53]
2947,[220 111 121 376  53]
2948,[220 111 376 107 121]
2949,[111 220 376 121 107]
2950,[111 376 220 107 121]
2951,[220 111 376 121 107]
2952,[220 111 376 121 145]
2953,[220 111 121 376 329]
2954,[376 220 121 111 107]
2955,[220 111 376  53 121]
2956,[376 220 107 121 111]
2957,[220 111 376 107  53]
2958,[220 111 376  81 121]
2959,[220 376 121 384 107]
2960,[220 376 107 111  53]
2961,[220 121 111 376 329]
2962,[220 376 111 121 107]
2963,[220 111 376  53 107]
2964,[220 121 111 376 384]
2965,[111 220 121 376 107]
2966,[220 111 376 107 121]
2967,[220 376 111 121 107]
2968,[220 121 111 376  53]
2969,[220 376 111 384  53]
2970,[220 111  89 376 121]
2971,[220 111 376 121 107]
2972,[376 107 121 220 111]
2973,[111 220 121 376 107]
2974,[220 111 121 376 120]
2975,[220 111 107 376 121]
2976,[220 111 121 376 107]
2977,[220 111 376 121 384]
2978,[376 111 107 220 121]
2979,[220 111 376 121 165]
2980,[121 376 220 111 107]
2981,[220 376 111 329 121]
2982,[220 121 111 376 107]
2983,[220 111 121 376 384]
2984,[220 111 121 376 107]
2985,[220 376 121 111 384]
2986,[220 376 107 145 121]
2987,[376 220 111 121 107]
2988,[220 376 111 121 107]
2989,[220 121 376 111 107]
2990,[220 111 376 121 384]
2991,[376 111 220 121 107]
2992,[220 121 111 107 376]
2993,[220 121 111 376 107]
2994,[220 121  53 107 376]
2995,[220 376 111 121 107]
2996,[376 121 220 111 107]
2997,[121 376 220 111 107]
2998,[220 111 121 376 384]
2999,[220 111 376 121  89]
3000,[220 376 111 107  89]
3001,[220 111 121 376 329]
3002,[111 220 121 376  53]
3003,[220 376 121 111 107]
3004,[220 121 376 111  53]
3005,[220 111 376 107 121]
3006,[111 376 220 121 107]
3007,[376 111 220 121 384]
3008,[220 376 111 121 107]
3009,[220 111 376 121 384]
3010,[220 121 376 111  53]
3011,[220 111 121 376 107]
3012,[220 121 111 376 107]
3013,[220 121 376 107  53]
3014,[220 121 376 111 165]
3015,[220 376 111  53 107]
3016,[220 111 376 121 107]
3017,[220 111 376 121  53]
3018,[220 111 376 121 384]
3019,[220 111 376 121 107]
3020,[111 376 220 121 107]
3021,[220 111 121 376  53]
3022,[220 111 376 121 384]
3023,[220 111 376 121  53]
3024,[220 121  53 111 376]
3025,[220 376 121 107 111]
3026,[220 111 384 376  53]
3027,[220 376 111 107 121]
3028,[220 107 111 376 121]
3029,[220 111 376 121 107]
3030,[220 121 376 111 165]
3031,[376 111 220 121 107]
3032,[111 220 376 121 107]
3033,[376 220 121 111 107]
3034,[111 376 220  53 121]
3035,[220 111 376 107 121]
3036,[220 111 376 121 145]
3037,[220 111 121 376  89]
3038,[220 111 121 107 376]
3039,[220 111 376 121 384]
3040,[220 376 111 121 145]
3041,[220 376 121 384 111]
3042,[220 376 111 121 120]
3043,[220 111 121 376  53]
3044,[220 111 376 121  89]
3045,[220 111 121 376  53]
3046,[111 220 376  53 121]
3047,[220 111 376 107  53]
3048,[220 376  53 111 121]
3049,[220 111 376 121 107]
3050,[220 111 376 121 120]
3051,[220 376 121 111 107]
3052,[220 111 376 121  53]
3053,[220 376 111 121 107]
3054,[220 121 376 111  53]
3055,[220 111 121 376  53]
3056,[220 121 376 111  81]
3057,[220 111 376 121 107]
3058,[220 111 121 376 107]
3059,[220 376 121 107 384]
3060,[220 111 376 121 107]
3061,[220 376 111 121 107]
3062,[220 111 121 376 107]
3063,[220 376 121 111 384]
3064,[220 376 121 107 111]
3065,[220 376  53 111 107]
3066,[220 121 111 376 107]
3067,[220 111 376  53 121]
3068,[220 111 376 121 107]
3069,[220 376 111 121  53]
3070,[220 376 121 111 107]
3071,[220 111 121 376 107]
3072,[376 220 121 111 107]
3073,[220 111 121 376 329]
3074,[220 376 121 111 384]
3075,[220 111 376 121 298]
3076,[220 111 376 121 384]
3077,[376 220 111 107 121]
3078,[220 111 376 145  89]
3079,[220 111 376 121 107]
3080,[376 111 107 121 220]
3081,[220 111 376 121 145]
3082,[376 220 111 121 107]
3083,[220 121 111 376 107]
3084,[220 376 111  53 121]
3085,[220 111 376 107 121]
3086,[220 376  53 111 121]
3087,[220 376 121 111  53]
3088,[220 111 376 121  53]
3089,[220 111 376 121  53]
3090,[376 220  53 121 111]
3091,[220 121 376 111  53]
3092,[220 376 111 121 107]
3093,[220 376 111 145 165]
3094,[111 220 376 121 107]
3095,[220 111 376 121 107]
3096,[220 376 111 121 107]
3097,[220 111 376 121 107]
3098,[220 376 111 121  53]
3099,[220 111 121 376 107]
3100,[220 111 376 384  89]
3101,[121 376 220 107 111]
3102,[220 111 376 121 107]
3103,[376 220 121 111 298]
3104,[220 111 121 376  53]
3105,[220 376 107 111 121]
3106,[220 111 121 376 107]
3107,[220 376 111 121 384]
3108,[220 376 121  53 107]
3109,[220 111 376 121 107]
3110,[220 376 121 111  53]
3111,[220 121 376  53 111]
3112,[376 220 107 111 121]
3113,[220 111 376 121 107]
3114,[220 121 111 376  53]
3115,[220 111 376 121 120]
3116,[220 376 111 121  53]
3117,[220 121 376 107  81]
3118,[111 220 376 121 107]
3119,[220 111 121 107 376]
3120,[220 111 376 107 121]
3121,[111 220 376 121 107]
3122,[376 220 111 121  53]
3123,[220 376 111 121 384]
3124,[220 376 111 121 145]
3125,[220 376 121 111  89]
3126,[111 220 376 121 107]
3127,[220 376 111 121 107]
3128,[220 111 376 121  89]
3129,[376 111 121 220 107]
3130,[220 376 111 121 145]
3131,[220 376 111 329 384]
3132,[220 376 121 111 384]
3133,[220 376 111 121 329]
3134,[220 111 376 107 121]
3135,[220 376 111 165  89]
3136,[220 376 384  53 111]
3137,[111 220 121 376 107]
3138,[220 376 111 121 107]
3139,[111 376 220 121 107]
3140,[220 111 121 376  89]
3141,[220 111 376 121 107]
3142,[220 121 376  53  81]
3143,[111 220 121 376 329]
3144,[376 220 107 111  53]
3145,[220 111 376 107 121]
3146,[376 121 220 111 107]
3147,[111 220 376 121 107]
3148,[220 111 376 121 329]
3149,[220 376 121 111  89]
3150,[111 220 376 121 107]
3151,[220 376 111 121 384]
